step,wer_dv_att,wer_dv_ctc
298000,0.2873888313770294,0.2650945723056793
300000,0.2897578775882721,0.2668509185314178
302000,0.2883557617664337,0.26789216399192806
304000,0.28695364594459527,0.2689334094524383
306000,0.2864684998989105,0.26848254203796384
308000,0.28690032362937923,0.2665395617485046
310000,0.287332147359848,0.2645965814590454
312000,0.28567330241203304,0.2645198583602905
314000,0.2840144574642181,0.2644431352615356
316000,0.28441051244735716,0.26498393416404725
318000,0.2868614673614502,0.2661422550678253
320000,0.2893124222755432,0.2673005759716034
322000,0.2902193546295166,0.2668098151683807
324000,0.29112628698348997,0.266319054365158
326000,0.2902352213859558,0.26586606502532956
328000,0.28754615783691406,0.2654508471488952
330000,0.2848570942878723,0.2650356292724609
332000,0.284858763217926,0.2657611966133117
334000,0.28486043214797974,0.2664867639541626
335000,0.2848612666130066,0.266849547624588
