step,loss_att,loss_ctc
296000,0.07994540408253664,0.046932387032679115
298000,0.0636487007141113,0.04783176057613807
300000,0.09202782437205309,0.051086023854820556
302000,0.022568292170762977,0.161944297949473
304000,0.2006290815770626,0.07505557972651256
306000,0.08169403778655185,0.05179666551864805
308000,0.11118839085102074,0.026327689799169655
310000,0.15227041766047475,0.0523506520049912
312000,0.3558339774608612,0.0261720158159732
314000,0.06409659492783246,0.036040358245372765
316000,0.04369961060583587,0.028922848536499894
318000,0.08954603224992749,0.04459207489465665
320000,0.06904565170407288,0.0925882190465927
322000,0.0158174578100442,0.0684501826763153
324000,0.13975057192146773,0.11001227423548696
326000,0.030689772632386883,0.10171133279800415
328000,0.0733292698860168,0.0421742226928472
330000,0.04752619471400973,0.07901240885257718
332000,0.0752392013867696,0.06365885366411766
334000,0.0487124919891357,0.0550799220800399
336000,0.10257409761349354,0.044266921778519916
338000,0.07364695519208904,0.044103886187076564
339000,0.0493270456790924,0.07178722228854892
