step,wer_tr_att,wer_tr_ctc
158000,0.0368055552244186,0.011408730720480244
160000,0.1178982742130756,0.020220944657921718
162000,0.02697101072408252,0.027673739241436117
164000,0.0250094234943389,0.04852216131985183
166000,0.10238926361004508,0.03571489323740416
168000,0.12544896251832444,0.027328617560366718
170000,0.11837087571620941,0.0300785997533239
172000,0.016677119070664,0.06984363123774529
174000,0.028117556939832797,0.025865149373809432
176000,0.07295029813593082,0.017822436988353653
178000,0.046494361013174,0.003906250058207625
180000,0.1338002830743789,0.0365866161882877
182000,0.058814767282456076,0.026418881025165254
184000,0.009603086445066645,0.03516048891469832
186000,0.00390625,0.0161458328366279
188000,0.0551319941878318,0.03632852222238263
190000,0.0415714010596275,0.0069444444961845
192000,0.06544784456491466,0.025757282351454067
194000,0.0960028693079948,0.0
196000,0.043018851429224,0.0
198000,0.0191414996515959,0.010383301880210612
200000,0.0803154566540167,0.024801397378124784
202000,0.03436821326613422,0.02230582177275559
204000,0.0214646458625793,0.019810246167386393
206000,0.03429499708793377,0.0173146705620172
208000,0.08391301227467393,0.0331403031945228
210000,0.0222355760633945,0.0432224944233894
212000,0.0610583871603012,0.0125000001862645
214000,0.04856309108436102,0.025955395850663355
216000,0.02712859896322083,0.01305367401801042
218000,0.050743823363022335,0.01937297429889432
220000,0.007909769425168599,0.03487080931663508
222000,0.03973456627378853,0.027094188379123762
224000,0.036843461294968904,0.016176582127809497
226000,0.02110487541982104,0.02652048571286974
228000,0.0113539900630712,0.04058373447608303
230000,0.0522244535386562,0.027767222685118442
232000,0.0072836726903915405,0.008755190584521946
234000,0.1123313382267952,0.038279206305742254
236000,0.052831748500466284,0.010501236127068594
238000,0.048184798409541395,0.028218259196728462
240000,0.04211990189339431,0.04880421647900029
242000,0.043749312941844594,0.03269111051371218
244000,0.01465874817222355,0.019985188543796502
246000,0.01973689720034595,0.029228059109300326
248000,0.03693595688257896,0.03835260542109606
250000,0.0209790207445621,0.023283939063549
252000,0.0154307433404028,0.018442467217230057
254000,0.0503472238779068,0.021171875246283
256000,0.022644633554260753,0.016314603233089
258000,0.01285714320838446,0.0156746033579111
260000,0.058119507506489754,0.017663047782012317
262000,0.06351738679222756,0.023372936062514726
264000,0.0572745390236377,0.0680411383509635
266000,0.0432788468897342,0.026269399904106754
268000,0.006680824926921215,0.020242026075720697
270000,0.03414173838165069,0.022576078876025106
272000,0.03434394262731068,0.016520504839718276
274000,0.0183164197951555,0.0237475205212831
276000,0.0088698305189609,0.0290178563445806
278000,0.01512462496757504,0.032048765303833056
280000,0.021335064034376773,0.028909918334748978
282000,0.019162011248144147,0.009951912543990363
284000,0.015753326316674532,0.03624088019132608
286000,0.0077929752878844495,0.06514596676125245
288000,0.00465722242370245,0.008579032299549948
290000,0.021526618860661956,0.014784606274318038
292000,0.0120320050045847,0.026851753393808932
294000,0.026159039565495014,0.05295322587092713
296000,0.026128632947802502,0.019155234763664826
298000,0.0170719176530838,0.020477430966611
300000,0.03043690230697385,0.01671275788027303
302000,0.00500996690243474,0.047947415212790154
304000,0.0738161886110901,0.02287782785984184
306000,0.021623225616557246,0.016574391034535216
308000,0.03249539770185938,0.011631573938454157
310000,0.049646371975541045,0.019503135234117442
312000,0.0612733289599418,0.0120535716414451
314000,0.008152174064889526,0.012019914739272088
316000,0.00953219663351768,0.00960593243196066
318000,0.0315267443656921,0.017176341265439918
320000,0.020318607799708774,0.04972265958786008
322000,0.00390625,0.0261195246130228
324000,0.0402729259803891,0.05832487282653643
326000,0.00762863105369932,0.037243906408548307
328000,0.0178571436554193,0.014171948749571978
330000,0.00910272228065875,0.0255692629143595
332000,0.03543337869147453,0.02343930523185167
334000,0.0109402444213628,0.0189325213432312
336000,0.024214842046300533,0.020619491529133522
338000,0.02448524208739398,0.01851128973066804
339000,0.0207623597234487,0.029058167012408313
