Wall time,Step,Value
1771471170.4392047,400,1.244947910308838
1771471551.086234,1400,0.9231868982315063
1771471590.6615372,1500,1.0566405057907104
1771471702.4853652,1800,1.0186657905578613
1771471739.1883676,1900,1.1290446519851685
1771471776.9318488,2000,0.9762881398200989
1771471852.4904885,2200,0.901562511920929
1771472003.4177153,2600,1.1514474153518677
1771472041.9625983,2700,0.9904581308364868
1771472536.2884905,4000,0.9864596724510193
1771472802.1801574,4700,0.9882018566131592
1771472840.1914673,4800,0.9264658093452454
1771472878.8605413,4900,1.130704641342163
1771473034.7965314,5100,0.9702434539794922
1771473152.7822251,5400,0.9203218817710876
1771473378.7153437,6000,0.9374431371688843
1771473417.060962,6100,0.9071624875068665
1771473457.00355,6200,0.9945560693740845
1771473496.0033348,6300,0.8889195322990417
1771473609.973825,6600,0.956349790096283
1771473649.2549398,6700,1.022295594215393
1771473687.460045,6800,0.9023372530937195
1771473762.032352,7000,0.9164424538612366
1771473799.3113449,7100,0.8810818195343018
1771474028.7445335,7700,0.924822986125946
1771474220.985027,8200,1.0441535711288452
1771474529.0188234,8900,0.9076631665229797
1771475134.3584378,9900,0.8771241307258606
1771475433.17176,10300,0.9573854804039001
1771475613.331834,10600,0.9320882558822632
1771475682.8249962,10700,0.9328649044036865
1771475813.5531704,10900,0.9750072360038757
1771476271.4817164,11600,0.9363504648208618
1771476586.8270867,12100,0.960145890712738
1771476850.6604962,12500,0.8882582783699036
1771476918.0916774,12600,0.8851107358932495
1771477044.3074572,12800,0.8885815143585205
1771477170.1712863,13000,0.9993663430213928
1771477563.4672585,13600,0.8766778111457825
1771477628.3110878,13700,0.8892917633056641
1771478079.3228505,14400,0.8841957449913025
1771478208.9457505,14600,0.8629464507102966
1771478274.608226,14700,0.9355843663215637
1771478476.222627,15000,0.9788994193077087
1771478992.0767722,15700,0.8988752365112305
1771479196.0202856,16000,0.9123716950416565
1771479339.2775443,16200,0.8875635862350464
1771479475.140588,16400,0.9225775003433228
1771479866.0714624,17000,0.9186005592346191
1771479927.0830073,17100,0.8868035078048706
1771479988.2497132,17200,0.9198940992355347
1771480317.9212239,17700,0.9327901005744934
1771480769.9419756,18400,1.0402897596359253
1771480838.7605212,18500,0.9029709696769714
1771480900.6321445,18600,0.8852558135986328
1771481160.8940213,19000,0.9238642454147339
1771481221.3683412,19100,0.9780065417289734
1771481290.309604,19200,0.8832674622535706
1771481747.296456,19900,0.9051634073257446
1771481993.1324713,20200,0.890658974647522
1771482061.2307086,20300,0.9076060056686401
1771482126.746106,20400,0.9047642946243286
1771482191.5709562,20500,0.8843926191329956
1771482323.3566027,20700,0.9017934799194336
1771482586.2970078,21100,0.8601403832435608
1771482718.7425823,21300,0.8867903351783752
1771482844.3506222,21500,0.8869698643684387
1771483114.6076539,21900,0.926254153251648
1771483178.3050148,22000,1.002010464668274
1771483243.1917336,22100,0.9169687628746033
1771483445.6367605,22400,0.8292233943939209
1771483772.1909223,22900,0.8668241500854492
1771484412.942728,23900,0.882331132888794
1771484734.5733674,24400,0.9157976508140564
1771484797.712804,24500,0.9122586250305176
1771484861.4113085,24600,0.8803598880767822
1771485652.868024,25800,0.8726415038108826
1771485712.090025,25900,0.9581848382949829
1771485774.015433,26000,0.8972423672676086
1771486448.167215,27100,0.9044545292854309
1771486635.0266678,27400,0.8549462556838989
1771486758.424818,27600,0.8670659065246582
1771486885.418388,27800,0.9314563274383545
1771487135.630835,28200,0.8957786560058594
1771487323.749826,28500,0.8797352313995361
1771487450.4491792,28800,0.9734199643135071
1771487526.7854137,29000,0.9199320077896118
1771487715.4157596,29500,0.8932715058326721
1771487792.075659,29700,0.8630857467651367
1771487830.7611156,29800,0.8704670071601868
1771488184.5719523,30600,0.9293574094772339
1771488260.7058778,30800,0.8739790320396423
1771488409.9292486,31200,0.8967970013618469
1771488559.7761953,31600,0.891335666179657
1771488635.1431446,31800,0.9054214954376221
1771488673.6515422,31900,0.8990386128425598
1771488795.7047877,32200,0.9096028208732605
1771489362.0319388,33700,0.8673790097236633
1771489401.7231002,33800,0.8529274463653564
1771489588.1957293,34300,0.8718176484107971
1771489663.9703312,34500,0.9191874265670776
1771489703.5979223,34600,0.848557710647583
1771490002.2464533,35200,0.8313974738121033
1771490078.6456013,35400,0.8433933258056641
1771490232.622301,35800,0.8493496179580688
1771490386.7094402,36200,0.8746596574783325
1771490425.5597663,36300,0.859058141708374
1771490464.3043408,36400,0.9206578135490417
1771490501.8884945,36500,0.8924237489700317
1771490539.0462432,36600,0.8873363137245178
1771490578.0748193,36700,0.8752321600914001
1771491008.9659548,37800,0.884482204914093
1771491320.5791457,38600,0.8644893765449524
1771491472.7970254,39000,0.8881021738052368
1771491550.513045,39200,0.8839893937110901
1771491630.078901,39400,0.9004108309745789
1771491746.2212024,39700,0.8661704063415527
1771492012.444154,40200,0.8123708963394165
1771492091.2346277,40400,0.8644654154777527
1771492283.834763,40900,0.861146867275238
1771492501.109105,41400,0.8758108615875244
1771492562.938795,41500,0.8808030486106873
1771492932.5143144,42100,0.8564291000366211
1771492995.8702295,42200,0.8025432825088501
1771493242.0816836,42600,0.8554374575614929
1771493491.798886,43000,0.885962963104248
1771493806.2702188,43500,0.8751960396766663
1771493867.8732688,43600,0.8559866547584534
1771493938.061323,43700,0.8679998517036438
1771494062.0322554,43900,0.9075438380241394
1771494309.12965,44300,0.8731816411018372
1771494370.0131614,44400,0.8510771989822388
1771494500.0731497,44600,0.833496630191803
1771494747.116036,45000,0.8022516965866089
1771494913.0565994,45200,0.8921976685523987
1771495181.3016539,45600,0.8765347003936768
1771495492.737499,46100,0.8676084876060486
1771495752.8687227,46500,0.8526819348335266
1771495811.620386,46600,0.8646098375320435
1771495939.9283705,46800,0.9052541255950928
1771496066.9968717,47000,0.806713342666626
1771496319.8671997,47400,0.8633356094360352
1771496381.3438675,47500,0.9103427529335022
1771496703.3034508,48000,0.8782320022583008
1771496767.82423,48100,0.8439422249794006
1771497155.1292756,48700,0.8764373660087585
1771497286.8677104,48900,0.8703216910362244
1771497612.1970267,49400,0.8115534782409668
1771497869.484605,49800,0.8930723071098328
1771498668.6438646,50900,0.8550372123718262
1771498731.1647944,51000,0.8684053421020508
1771498792.0986814,51100,0.8314762115478516
1771498850.4390278,51200,0.8186054229736328
1771498908.8063583,51300,0.9035837054252625
1771498972.9705493,51400,0.838310956954956
1771499153.5185783,51700,0.8383364081382751
1771499219.4326267,51800,0.7725125551223755
1771499274.605323,51900,0.8775492310523987
1771500160.6498668,53300,0.7956979274749756
1771500218.222938,53400,0.830300509929657
1771500347.527738,53600,0.7683665752410889
1771500409.8891983,53700,0.8473016619682312
1771500474.3709793,53800,0.7637453675270081
1771500600.3755157,54000,0.799490213394165
1771500731.8883624,54200,0.8595654368400574
1771500860.3293424,54400,0.8183103799819946
1771500985.2957122,54600,0.8397679328918457
1771501048.9074416,54700,0.8092940449714661
1771501235.7914333,55000,0.8414741158485413
1771501407.9437962,55200,0.7815727591514587
1771501603.0388002,55500,0.8373973965644836
1771501667.805983,55600,0.8127065300941467
1771502049.3175032,56200,0.7775953412055969
1771502172.9738069,56400,0.8079681992530823
1771502424.4925299,56800,0.7691106796264648
1771502610.6233299,57100,0.8040269613265991
1771502685.9945362,57300,0.830852210521698
1771502801.661206,57600,0.8089975714683533
1771503104.7470844,58400,0.7959073781967163
1771503143.5878353,58500,0.8493702411651611
1771503256.1801195,58800,0.7798689007759094
1771503334.0393713,59000,0.8169800043106079
1771503371.688709,59100,0.7972809076309204
1771503486.32422,59400,0.7807866930961609
1771503562.2582397,59600,0.7666769623756409
1771503638.6197035,59800,0.8108983635902405
1771503871.202301,60200,0.7944573163986206
1771503928.1838295,60300,0.8021224141120911
1771504201.2148438,60800,0.8007709383964539
1771504477.784003,61300,0.7755510807037354
1771504530.7833025,61400,0.7292423248291016
1771504639.849975,61600,0.7163069248199463
1771504968.9229317,62200,0.7652706503868103
1771505023.2986686,62300,0.7772212624549866
1771505186.4613214,62600,0.705231249332428
1771505296.4071465,62800,0.7245506644248962
1771505349.8662102,62900,0.5936011672019958
1771505567.6415365,63300,0.7303136587142944
1771505785.096556,63700,0.7182969450950623
1771505950.1408703,64000,0.6342007517814636
1771506091.322261,64200,0.6448041200637817
1771506150.3706422,64300,0.6592622399330139
1771506207.9761498,64400,0.6371622681617737
1771506500.890338,64900,0.6711454391479492
1771506710.231171,65100,0.5791774988174438
1771506940.3712807,65500,0.6690025329589844
1771507112.6303768,65800,0.539301335811615
1771507227.2480605,66000,0.6278465390205383
1771507634.3827417,66700,0.6037836074829102
1771507808.3795953,67000,0.5684101581573486
1771508105.1247253,67500,0.6278368830680847
1771508164.848434,67600,0.671318769454956
1771508393.8816576,68000,0.6800702214241028
1771508622.6041257,68400,0.6095011234283447
1771509084.5717275,69200,0.45098263025283813
1771509202.7800872,69400,0.5145020484924316
1771509318.9923685,69600,0.5506189465522766
1771509378.140181,69700,0.6028318405151367
1771509494.7972326,69900,0.5352469682693481
1771509740.5305834,70200,0.5036635994911194
1771510199.1325946,71000,0.5212274789810181
1771510474.0478847,71500,0.5210316777229309
1771510583.6369426,71700,0.4547179043292999
1771510748.7068648,72000,0.3491441607475281
1771510803.6598458,72100,0.4979455769062042
1771510914.966334,72300,0.39483073353767395
1771511025.1913693,72500,0.5887024402618408
1771511081.2695706,72600,0.4904014766216278
1771511191.5842962,72800,0.3981398940086365
1771511249.1022165,72900,0.4821566343307495
1771511361.459601,73100,0.5381907820701599
1771511416.3166206,73200,0.5211304426193237
1771511473.16424,73300,0.4780830442905426
1771511756.2806902,73800,0.6335662603378296
1771511981.866413,74200,0.46176186203956604
1771512092.5116985,74400,0.3491206765174866
1771512831.1416335,75600,0.48156797885894775
1771512941.322748,75800,0.5636355876922607
1771513271.4615786,76400,0.4842012822628021
1771513328.3617566,76500,0.3124111294746399
1771513550.3768456,76900,0.37339499592781067
1771513718.1867864,77200,0.3481896221637726
1771513881.2760117,77500,0.4608974754810333
1771513937.4706047,77600,0.4893324077129364
1771514048.2247858,77800,0.3589688241481781
1771514100.8435116,77900,0.42156529426574707
1771514156.5604587,78000,0.2462797611951828
1771514267.130343,78200,0.3532160222530365
1771514600.0268805,78800,0.3658432364463806
1771515557.5981038,80400,0.4505276083946228
1771515609.7060816,80500,0.328193336725235
1771515660.3412342,80600,0.30937471985816956
1771515710.257521,80700,0.3551885485649109
1771515863.2780352,81000,0.44931453466415405
1771516280.429687,81800,0.3782541751861572
1771516332.2888286,81900,0.3239710330963135
1771516797.1715991,82800,0.3150005340576172
1771517008.8245275,83200,0.37321221828460693
1771517058.2083066,83300,0.38300853967666626
1771517160.441216,83500,0.33464866876602173
1771517210.8684864,83600,0.3099234104156494
1771517366.6301968,83900,0.402292400598526
1771517417.6248286,84000,0.40265387296676636
1771517576.5240707,84300,0.40768375992774963
1771517679.5219295,84500,0.3215356171131134
1771518068.4976075,85100,0.3480384945869446
1771518412.416849,85700,0.34879523515701294
1771518575.7020748,86000,0.40176960825920105
1771518681.6402478,86200,0.31193944811820984
1771518898.3336654,86600,0.43095001578330994
1771519124.484787,87000,0.2571113109588623
1771519182.6878688,87100,0.20428051054477692
1771519934.6510584,88400,0.38002800941467285
1771520046.1471272,88600,0.2231091856956482
1771520273.9308395,89000,0.3822411894798279
1771520389.4631708,89200,0.2025192826986313
1771520563.7625396,89500,0.4257865250110626
1771520678.9765956,89700,0.3238355219364166
1771520736.9306443,89800,0.159769207239151
1771520980.328688,90100,0.3309118151664734
1771521038.260511,90200,0.3897382616996765
1771521323.4807239,90700,0.3968092203140259
1771521381.7706704,90800,0.23210358619689941
1771521495.8508136,91000,0.36248308420181274
1771521554.7349215,91100,0.24023403227329254
1771521954.70216,91800,0.29040083289146423
1771522013.3385732,91900,0.35627785325050354
1771522130.208995,92100,0.35479360818862915
1771522531.3765202,92800,0.22026200592517853
1771522643.9822774,93000,0.3525000512599945
1771522700.4010787,93100,0.35703587532043457
1771522758.0200818,93200,0.31726086139678955
1771523156.5256677,93900,0.36065152287483215
1771523324.0911458,94200,0.17330127954483032
1771523494.6892848,94500,0.2813280522823334
1771523719.1229942,94900,0.2565728425979614
1771523971.7668848,95200,0.2656499147415161
1771524138.8707013,95500,0.3068675398826599
1771524417.766323,96000,0.25041261315345764
1771524585.6007926,96300,0.2752572298049927
1771524700.812202,96500,0.3075854778289795
1771524815.5564742,96700,0.24525105953216553
